work_id,state,district,loksabha_constituency,mp_name,implementing_agency_name,agency_id,work_name,work_description,status,date,amount_inr
WS/OD44/2018/02265,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,"Renovation of primary school building, Block 11 - Phase 1","Renovation of primary school building, Block 11 - Phase 1",Financial Sanction Approved,2018-08-27,758520.53
WS/OD44/2018/02266,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Construction of children's park at Block 11 - Stage II,Construction of children's park at Block 11 - Stage II,New Recommendation,2018-09-11,163949.01
WS/OD44/2018/02267,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,"Renovation of panchayat office building, Subhash Colony","Renovation of panchayat office building, Subhash Colony under MPLADS",Work in Progress,2018-09-11,408773.19
WS/OD44/2018/02268,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Construction of check dam near Tagore Pally,Construction of check dam near Tagore Pally,Financial Sanction Approved,2018-09-24,499271.85
WS/OD44/2018/02269,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Construction of crematorium shed at Vivekananda Ganj,Construction of crematorium shed at Vivekananda Ganj,Financial Sanction Approved,2018-10-24,1513613.29
WS/OD44/2018/02270,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,"Construction of community toilet block, Shastri Colony - Additional Works","Construction of community toilet block, Shastri Colony - Additional Works",Financial Sanction Approved,2018-11-20,278719.45
WS/OD44/2018/02271,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,"Repair of playground and sports facility, Ward 23 - Phase 1","Repair of playground and sports facility, Ward 23 - Phase 1 under MPLADS",Work in Progress,2018-11-14,236794.38
WS/OD44/2018/02272,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Installation of hand pump at Ward 23,Installation of hand pump at Ward 23 under MPLADS,Work in Progress,2018-11-20,245736.05
WS/OD44/2019/02273,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Construction of RCC road from Subhash Colony,Construction of RCC road from Subhash Colony,Financial Sanction Approved,2019-02-11,1250712.42
WS/OD44/2019/02274,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,"Construction of culvert on approach road, Close to Police Station","Construction of culvert on approach road, Close to Police Station under MPLADS",Work in Progress,2019-03-04,685567.38
WS/OD44/2019/02275,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,"Repair of playground and sports facility, Close to Police Station","Repair of playground and sports facility, Close to Police Station",New Recommendation,2019-03-27,632981.07
WS/OD44/2019/02276,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Construction of RCC road from Tagore Pally - Phase 1,Construction of RCC road from Tagore Pally - Phase 1 under MPLADS,Financial Sanction Approved,2019-03-19,486975.38
WS/OD44/2019/02277,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Construction of crematorium shed at Zone 20,Construction of crematorium shed at Zone 20,Financial Sanction Approved,2019-04-03,641103.82
WS/OD44/2019/02278,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,Construction of anganwadi centre at Ram Puram - Phase 1,Construction of anganwadi centre at Ram Puram - Phase 1,Financial Sanction Approved,2019-04-20,366909.28
WS/OD44/2019/02279,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Panchayat Samiti,agy_0064,"Construction of vendor market shed, Tagore Pally","Construction of vendor market shed, Tagore Pally",Financial Sanction Approved,2019-05-26,351847.78
WS/OD45/2015/02280,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Laying of paver blocks on internal road, Krishna Colony - Stage II","Laying of paver blocks on internal road, Krishna Colony - Stage II under MPLADS",Financial Sanction Approved,2015-06-03,862535.15
WS/OD45/2015/02281,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of ambulance shed at Close to Grain Market - Phase 1,Construction of ambulance shed at Close to Grain Market - Phase 1,Financial Sanction Approved,2015-06-18,1369003.86
WS/OD45/2015/02282,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of hand pump at Lakshmi Bagh,Installation of hand pump at Lakshmi Bagh,Financial Sanction Approved,2015-08-24,1108742.89
WS/OD45/2015/02283,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Renovation of panchayat office building, Lakshmi Chowk","Renovation of panchayat office building, Lakshmi Chowk",Financial Sanction Approved,2015-08-21,1051143.58
WS/OD45/2015/02284,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Electrification of internal streets in Lakshmi Bagh - Stage II,Electrification of internal streets in Lakshmi Bagh - Stage II,Financial Sanction Approved,2015-10-06,967139.05
WS/OD45/2015/02285,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of crematorium shed at Near Community Hall,Construction of crematorium shed at Near Community Hall,Work in Progress,2015-10-14,1031846.68
WS/OD45/2015/02286,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of library-cum-reading room, Block 7 - Additional Works","Construction of library-cum-reading room, Block 7 - Additional Works",Work in Progress,2015-11-18,942402.62
WS/OD45/2015/02287,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Repair of internal road at Lakshmi Bagh - Phase 2,Repair of internal road at Lakshmi Bagh - Phase 2,Financial Sanction Approved,2015-11-07,393496.87
WS/OD45/2015/02288,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of anganwadi centre at Zone 18 - Phase 2,Construction of anganwadi centre at Zone 18 - Phase 2,Financial Sanction Approved,2015-11-21,945736.76
WS/OD45/2016/02289,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of solar street lights in Zone 18 - Stage II,Installation of solar street lights in Zone 18 - Stage II under MPLADS,Work in Progress,2016-02-13,4024293.75
WS/OD45/2016/02290,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of tube well near Block 7 - Stage II,Installation of tube well near Block 7 - Stage II,Financial Sanction Approved,2016-04-03,2148165.17
WS/OD45/2016/02291,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of drainage system in Near Community Hall - Stage II,Construction of drainage system in Near Community Hall - Stage II,Financial Sanction Approved,2016-04-11,780691.66
WS/OD45/2016/02292,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of check dam near Near Community Hall - Stage II,Construction of check dam near Near Community Hall - Stage II,Work in Progress,2016-05-12,725224.2
WS/OD45/2016/02293,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Electrification of internal streets in Krishna Colony,Electrification of internal streets in Krishna Colony under MPLADS,New Recommendation,2016-05-05,726783.79
WS/OD45/2016/02294,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Repair of playground and sports facility, Near Community Hall","Repair of playground and sports facility, Near Community Hall",Financial Sanction Approved,2016-05-07,685295.13
WS/OD45/2016/02295,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Repair of playground and sports facility, Lakshmi Bagh - Phase 2","Repair of playground and sports facility, Lakshmi Bagh - Phase 2",Financial Sanction Approved,2016-06-08,340792.13
WS/OD45/2016/02296,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Laying of paver blocks on internal road, Near Community Hall - Phase 1","Laying of paver blocks on internal road, Near Community Hall - Phase 1",New Recommendation,2016-06-23,378132.58
WS/OD45/2016/02297,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of bus shelter at Zone 18,Construction of bus shelter at Zone 18,Financial Sanction Approved,2016-06-06,588255.16
WS/OD45/2016/02298,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of tube well near Zone 18,Installation of tube well near Zone 18,Financial Sanction Approved,2016-09-25,588477.24
WS/OD45/2016/02299,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of open-air gymnasium at Near Community Hall - Phase 2,Construction of open-air gymnasium at Near Community Hall - Phase 2 under MPLADS,Work in Progress,2016-09-09,547061.25
WS/OD45/2016/02300,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of solar street lights in Block 7 - Package 2,Installation of solar street lights in Block 7 - Package 2,Financial Sanction Approved,2016-09-18,663759.76
WS/OD45/2016/02301,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of library-cum-reading room, Zone 18 - Phase 1","Construction of library-cum-reading room, Zone 18 - Phase 1",Financial Sanction Approved,2016-11-04,935672.07
WS/OD45/2016/02302,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Widening of approach road to Krishna Colony - Phase 1,Widening of approach road to Krishna Colony - Phase 1 under MPLADS,Work in Progress,2016-11-13,784634.55
WS/OD45/2017/02303,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Renovation of panchayat office building, Krishna Colony - Additional Works","Renovation of panchayat office building, Krishna Colony - Additional Works under MPLADS",Financial Sanction Approved,2017-01-05,1633515.15
WS/OD45/2017/02304,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of bus shelter at Near Community Hall - Additional Works,Construction of bus shelter at Near Community Hall - Additional Works under MPLADS,Work in Progress,2017-02-01,1809557.75
WS/OD45/2017/02305,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Repair and upgradation of health sub-centre, Block 7 - Package 2","Repair and upgradation of health sub-centre, Block 7 - Package 2",Financial Sanction Approved,2017-04-24,430327.63
WS/OD45/2017/02306,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Widening of approach road to Close to Grain Market,Widening of approach road to Close to Grain Market,Financial Sanction Approved,2017-04-16,491818.79
WS/OD45/2017/02307,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Repair and upgradation of health sub-centre, Close to Grain Market - Phase 1","Repair and upgradation of health sub-centre, Close to Grain Market - Phase 1 under MPLADS",Work in Progress,2017-04-26,915799.82
WS/OD45/2017/02308,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Widening of approach road to Krishna Colony - Phase 2,Widening of approach road to Krishna Colony - Phase 2 under MPLADS,Financial Sanction Approved,2017-05-25,930151.12
WS/OD45/2017/02309,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of hand pump at Lakshmi Bagh,Installation of hand pump at Lakshmi Bagh,Financial Sanction Approved,2017-05-01,464478.26
WS/OD45/2017/02310,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of drainage system in Lakshmi Bagh,Construction of drainage system in Lakshmi Bagh,New Recommendation,2017-05-19,943942.17
WS/OD45/2017/02311,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of compound wall for panchayat land, Lakshmi Bagh","Construction of compound wall for panchayat land, Lakshmi Bagh",Financial Sanction Approved,2017-08-26,923916.36
WS/OD45/2017/02312,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of retaining wall near Block 7 - Stage II,Construction of retaining wall near Block 7 - Stage II,Financial Sanction Approved,2017-08-08,1047434.21
WS/OD45/2017/02313,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Electrification of internal streets in Near Community Hall,Electrification of internal streets in Near Community Hall,Work in Progress,2017-08-13,1228379.43
WS/OD45/2018/02314,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of culvert on approach road, Krishna Colony","Construction of culvert on approach road, Krishna Colony under MPLADS",Financial Sanction Approved,2018-01-15,685582.73
WS/OD45/2018/02315,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Repair of playground and sports facility, Lakshmi Chowk - Additional Works","Repair of playground and sports facility, Lakshmi Chowk - Additional Works",Work in Progress,2018-01-15,996792.96
WS/OD45/2018/02316,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of crematorium shed at Lakshmi Bagh,Construction of crematorium shed at Lakshmi Bagh under MPLADS,Financial Sanction Approved,2018-01-22,737409.97
WS/OD45/2018/02317,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of tube well near Zone 18 - Phase 2,Installation of tube well near Zone 18 - Phase 2 under MPLADS,Financial Sanction Approved,2018-03-17,882356.54
WS/OD45/2018/02318,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of culvert on approach road, Block 7","Construction of culvert on approach road, Block 7",Financial Sanction Approved,2018-03-16,560321.53
WS/OD45/2018/02319,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of vendor market shed, Lakshmi Chowk - Phase 1","Construction of vendor market shed, Lakshmi Chowk - Phase 1",Financial Sanction Approved,2018-04-04,686932.36
WS/OD45/2018/02320,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Fencing and gate installation, Zone 18 - Additional Works","Fencing and gate installation, Zone 18 - Additional Works",New Recommendation,2018-04-22,965407.75
WS/OD45/2018/02321,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of Behind Panchayat Office community hall - Phase 1,Construction of Behind Panchayat Office community hall - Phase 1,Financial Sanction Approved,2018-05-25,858219.77
WS/OD45/2018/02322,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of drinking water tank in Near Community Hall,Construction of drinking water tank in Near Community Hall,Work in Progress,2018-05-11,703629.01
WS/OD45/2018/02323,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of crematorium shed at Lakshmi Bagh - Phase 1,Construction of crematorium shed at Lakshmi Bagh - Phase 1,Financial Sanction Approved,2018-05-03,1298572.29
WS/OD45/2018/02324,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of vendor market shed, Near Community Hall - Stage II","Construction of vendor market shed, Near Community Hall - Stage II under MPLADS",Financial Sanction Approved,2018-06-07,2660835.8
WS/OD45/2018/02325,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Installation of hand pump at Close to Grain Market,Installation of hand pump at Close to Grain Market,Work in Progress,2018-10-03,1201065.17
WS/OD45/2018/02326,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of RCC road from Lakshmi Chowk - Package 2,Construction of RCC road from Lakshmi Chowk - Package 2,Financial Sanction Approved,2018-10-18,790619.97
WS/OD45/2018/02327,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,"Construction of compound wall for panchayat land, Zone 18","Construction of compound wall for panchayat land, Zone 18 under MPLADS",Financial Sanction Approved,2018-11-03,801454.57
WS/OD45/2018/02328,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Construction of ambulance shed at Block 7 - Phase 2,Construction of ambulance shed at Block 7 - Phase 2,Financial Sanction Approved,2018-11-26,459754.63
WS/OD45/2018/02329,Odisha,Nabarangpur,Nabarangpur(St),Shri Balabhadra Majhi,Nabarangpur Zilla Parishad,agy_0065,Widening of approach road to Lakshmi Chowk,Widening of approach road to Lakshmi Chowk,Financial Sanction Approved,2018-11-22,586195.03
WS/OD46/2016/02330,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,"Construction of boundary wall for government school, Durga Colony - Package 2","Construction of boundary wall for government school, Durga Colony - Package 2",New Recommendation,2016-11-04,1680295.51
WS/OD46/2017/02331,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,"Installation of transformer and electric poles, Jawahar Nivas - Package 2","Installation of transformer and electric poles, Jawahar Nivas - Package 2 under MPLADS",Financial Sanction Approved,2017-03-25,1218936.6
WS/OD46/2017/02332,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,"Construction of compound wall for panchayat land, Near Community Hall - Stage II","Construction of compound wall for panchayat land, Near Community Hall - Stage II",Financial Sanction Approved,2017-03-19,784464.24
WS/OD46/2017/02333,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,Electrification of internal streets in Near Community Hall - Phase 2,Electrification of internal streets in Near Community Hall - Phase 2,Financial Sanction Approved,2017-06-02,533805.09
WS/OD46/2017/02334,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,"Renovation of primary school building, Gandhi Nagar - Stage II","Renovation of primary school building, Gandhi Nagar - Stage II under MPLADS",Work in Progress,2017-06-01,610232.86
WS/OD46/2017/02335,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,Construction of bus shelter at Vivekananda Puram,Construction of bus shelter at Vivekananda Puram,Financial Sanction Approved,2017-06-06,671569.91
WS/OD46/2017/02336,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,"Fencing and gate installation, Durga Colony","Fencing and gate installation, Durga Colony under MPLADS",New Recommendation,2017-12-23,850306.42
WS/OD46/2017/02337,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,Widening of approach road to Opposite Grain Market,Widening of approach road to Opposite Grain Market under MPLADS,Financial Sanction Approved,2017-12-10,640451.46
WS/OD46/2017/02338,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,Construction of Vivekananda Puram community hall,Construction of Vivekananda Puram community hall,Work in Progress,2017-12-19,520300.26
WS/OD46/2018/02339,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,Installation of tube well near Opposite Grain Market,Installation of tube well near Opposite Grain Market,Financial Sanction Approved,2018-09-22,187660.29
WS/OD46/2018/02340,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,Installation of hand pump at Gandhi Nagar - Stage II,Installation of hand pump at Gandhi Nagar - Stage II under MPLADS,Work in Progress,2018-09-14,652858.36
WS/OD46/2018/02341,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,"Construction of culvert on approach road, Jawahar Nivas","Construction of culvert on approach road, Jawahar Nivas under MPLADS",Work in Progress,2018-09-20,752686.25
WS/OD46/2018/02342,Odisha,Sundargarh,Sundargarh (St),Shri Jual Oram,Sundargarh Municipal Council,agy_0069,Construction of children's park at Zone 17 - Additional Works,Construction of children's park at Zone 17 - Additional Works,Work in Progress,2018-11-07,2689060.06
WS/OD47/2015/02343,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Renovation of veterinary dispensary, Ward 8","Renovation of veterinary dispensary, Ward 8",Financial Sanction Approved,2015-06-10,2015926.5
WS/OD47/2015/02344,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of ambulance shed at Netaji Pally - Phase 2,Construction of ambulance shed at Netaji Pally - Phase 2 under MPLADS,Work in Progress,2015-07-01,366221.09
WS/OD47/2015/02345,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Construction of ramp for divyang accessibility, Gandhi Ganj - Package 2","Construction of ramp for divyang accessibility, Gandhi Ganj - Package 2 under MPLADS",Financial Sanction Approved,2015-07-21,649514.94
WS/OD47/2015/02346,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of open-air gymnasium at Beside Grain Market - Phase 2,Construction of open-air gymnasium at Beside Grain Market - Phase 2,New Recommendation,2015-08-10,279705.1
WS/OD47/2015/02347,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of open-air gymnasium at Beside Grain Market - Stage II,Construction of open-air gymnasium at Beside Grain Market - Stage II,New Recommendation,2015-08-24,319024.8
WS/OD47/2015/02348,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Installation of transformer and electric poles, Beside Canal Bridge - Phase 2","Installation of transformer and electric poles, Beside Canal Bridge - Phase 2 under MPLADS",Financial Sanction Approved,2015-08-15,239662.04
WS/OD47/2015/02349,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of drainage system in Saraswati Nagar - Package 2,Construction of drainage system in Saraswati Nagar - Package 2 under MPLADS,New Recommendation,2015-09-27,765249.5
WS/OD47/2015/02350,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Renovation of veterinary dispensary, Nehru Puram - Phase 2","Renovation of veterinary dispensary, Nehru Puram - Phase 2 under MPLADS",Financial Sanction Approved,2015-10-07,303092.44
WS/OD47/2015/02351,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Repair and upgradation of health sub-centre, Durga Bagh - Phase 2","Repair and upgradation of health sub-centre, Durga Bagh - Phase 2 under MPLADS",Financial Sanction Approved,2015-10-05,206511.08
WS/OD47/2015/02352,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Installation of RO water purification plant, Gandhi Ganj - Additional Works","Installation of RO water purification plant, Gandhi Ganj - Additional Works",Financial Sanction Approved,2015-10-20,326117.08
WS/OD47/2015/02353,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of anganwadi centre at Zone 5 - Phase 2,Construction of anganwadi centre at Zone 5 - Phase 2,Work in Progress,2015-11-02,675711.86
WS/OD47/2015/02354,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Desilting and repair of village pond, Saraswati Nagar","Desilting and repair of village pond, Saraswati Nagar under MPLADS",Financial Sanction Approved,2015-11-12,606967.62
WS/OD47/2015/02355,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of Nehru Puram community hall - Phase 1,Construction of Nehru Puram community hall - Phase 1,Financial Sanction Approved,2015-12-26,384699.31
WS/OD47/2015/02356,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Construction of cattle shed under group scheme, Beside Grain Market - Additional Works","Construction of cattle shed under group scheme, Beside Grain Market - Additional Works under MPLADS",Financial Sanction Approved,2015-12-14,619441.94
WS/OD47/2016/02357,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of Netaji Pally community hall,Construction of Netaji Pally community hall,Work in Progress,2016-02-12,366741.93
WS/OD47/2016/02358,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Repair of playground and sports facility, Beside Canal Bridge","Repair of playground and sports facility, Beside Canal Bridge",Work in Progress,2016-03-04,1003709.59
WS/OD47/2016/02359,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Fencing and gate installation, Beside Grain Market","Fencing and gate installation, Beside Grain Market under MPLADS",Financial Sanction Approved,2016-04-22,1194957.51
WS/OD47/2016/02360,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of check dam near Durga Bagh - Phase 2,Construction of check dam near Durga Bagh - Phase 2,Financial Sanction Approved,2016-05-17,236541.3
WS/OD47/2016/02361,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of RCC road from Nehru Puram,Construction of RCC road from Nehru Puram under MPLADS,Work in Progress,2016-05-01,493542.56
WS/OD47/2016/02362,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,"Laying of paver blocks on internal road, Patel Puram - Phase 1","Laying of paver blocks on internal road, Patel Puram - Phase 1",Financial Sanction Approved,2016-06-20,892940.84
WS/OD47/2016/02363,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Repair of irrigation channel near Saraswati Nagar - Phase 2,Repair of irrigation channel near Saraswati Nagar - Phase 2 under MPLADS,Financial Sanction Approved,2016-07-01,547708.76
WS/OD47/2016/02364,Odisha,Rayagada,Koraput(St),Shri Jhina Hikaka,Koraput(St) Municipal Corporation,agy_0067,Construction of Gandhi Ganj community hall - Phase 2,Construction of Gandhi Ganj community hall - Phase 2,New Recommendation,2016-07-05,289137.64
